Fake_Index,True_Index,Similarity
505,9561,0.35840098596615183
506,7229,0.371403077268964
506,3553,0.35142828912034835
506,4764,0.3466543949183945
512,11539,0.5488475832221626
512,14247,0.48780545760110905
512,4773,0.4754738390308184
515,11320,0.3038893950979617
516,4684,0.30788302405122386
518,12615,0.7777740561489894
518,15235,0.5632731580576553
518,8975,0.5488249328513302
520,9371,0.5908452682586226
520,5447,0.5704743112355873
520,5711,0.4388930924005525
530,253,0.33448611129233663
530,6453,0.3128886349496686
530,16072,0.3058673541341456
532,6652,0.3689918459137234
532,11521,0.3529987459001764
532,553,0.3528685210250056
535,9606,0.4619002200337534
535,15462,0.45263264256159
535,4303,0.4351766023571008
542,13697,0.3339396258078372
543,3349,0.41146374631353194
543,7983,0.40507149943569
543,3311,0.40144202757441017
545,9984,0.3201465134817197
548,7410,0.3223978114606046
549,2290,0.35092864289415915
550,5560,0.3838612668880511
550,3496,0.3724320754053255
556,10636,0.45131732247572015
556,15652,0.3924746561072137
556,5982,0.36648706539261433
558,14756,0.5685341368544669
558,1317,0.38171544097271054
558,5880,0.3235286953701732
563,2733,0.38169022458634944
563,9688,0.31602212692380904
565,7038,0.6168779326436766
565,15937,0.41125481034476635
565,15903,0.35283334133995414
567,13352,0.39094254612950985
567,12774,0.38759710591139745
567,3835,0.38081014595595164
570,9598,0.4429933466285183
570,5393,0.3994374404483715
570,12725,0.3954764433826484
571,6453,0.3117777166323606
574,3660,0.35565371768404236
574,13280,0.3199822017104533
574,5786,0.31580420246249885
582,2461,0.5730995585763113
584,521,0.41693016310028574
584,11420,0.4135273888561809
584,9744,0.41121372161800107
590,1140,0.3959061424406261
590,12912,0.36622836223033467
590,15415,0.356374219655962
598,13445,0.5074947902624521
598,572,0.5055819722277122
598,9963,0.3937440391706241
607,15888,0.3187729420283969
607,13586,0.30561208070147367
611,10933,0.3247496359535677
614,5595,0.3656513160331999
614,11789,0.3546757226300433
614,4213,0.3484194285941442
617,10581,0.36150153830143966
617,6134,0.34405784679251783
617,10544,0.34068938040101704
618,11070,0.5501285047558152
618,5255,0.5032903468079898
618,1892,0.5031551043116966
625,15282,0.34092833278103596
629,561,0.3181204055437731
631,492,0.4275327655263816
631,3027,0.4241511300921105
631,10065,0.416700922025883
636,14743,0.5450102383337444
636,15614,0.4849815590500307
636,8233,0.3606322982712996
637,14264,0.3285312008021885
639,15977,0.3826290228031144
643,11813,0.3901512820022146
643,11196,0.38600371827973745
643,2484,0.3705305668475584
645,10636,0.35602219222756515
645,15652,0.3116785777930057
646,521,0.5097810489154708
646,9744,0.49103946624246325
646,5267,0.4550112829949566
648,10625,0.3100653280068523
651,9767,0.6036003132099648
651,10887,0.5868846382744957
651,7257,0.5729439313964897
652,14625,0.43497318360764203
654,633,0.34478339313906015
654,9837,0.311101548891425
654,8205,0.3086682861799481
659,12945,0.3306549820384179
666,12795,0.35437491846277874
666,4275,0.335329070145887
666,2493,0.32122929267943845
667,9535,0.3933524253189588
667,561,0.39219515460077725
667,2248,0.34603489784337155
668,7743,0.35735553939860565
668,15261,0.31435477743309037
675,4556,0.3365994145167107
675,9712,0.32834578221425237
675,13798,0.30650300004466896
680,1081,0.6242409530979132
680,3310,0.6116055486633827
680,10268,0.5326301631005053
683,2825,0.4440892381854454
683,7153,0.43456034489284584
683,4349,0.42632978506125196
689,10636,0.3340499422063621
697,12054,0.3382000367325869
697,6342,0.3023544615478208
699,7292,0.34835348864422105
699,3773,0.34044629426063644
699,8953,0.3387151078028842
700,15977,0.38255047653361707
701,9767,0.5418553889613851
701,10887,0.5042957616997787
701,7257,0.5001577776692534
706,9986,0.37883159755364376
708,2434,0.32221542067065745
713,8602,0.3558394582570986
713,10462,0.34029745553063995
713,3934,0.33370638342415276
718,1399,0.3727330868950845
718,10453,0.36562332315805596
718,6163,0.33332291200381614
719,11233,0.44648551263481084
719,264,0.4134226348323018
719,11431,0.38150373474167926
720,4208,0.5966210206748314
720,6510,0.3042597889393929
730,14022,0.6177128061345389
730,14899,0.5726023129684261
730,4601,0.5547212936710406
735,12526,0.45632077028978174
742,4684,0.3997690530991538
742,987,0.3240481203716568
742,16072,0.3211257168571683
743,16281,0.32454367779257465
746,1808,0.6877159478296866
746,15403,0.5685070883287412
746,3175,0.46976743285089034
750,7669,0.3255160402302498
750,2203,0.32067803669478506
750,6196,0.3038501293893896
753,14756,0.4654039750776818
753,5880,0.41209766023248207
753,10626,0.33539770043523737
755,14451,0.3664330851091178
755,473,0.36216469597607065
755,16002,0.35655061102264796
756,13346,0.5228576205051568
756,7876,0.5141269400881113
756,5188,0.50411158291755
759,12849,0.4582805898615301
759,12581,0.4459903984551183
759,12901,0.4119014023444259
760,359,0.36684377435783133
760,12362,0.35238177888440475
760,6420,0.31191273188191004
765,2434,0.3022777026987801
766,1164,0.30050190752006156
768,7482,0.441486577086468
768,7153,0.43761811795974337
768,7095,0.4307091123538477
779,10625,0.3824204579442488
779,11734,0.34512204944388497
779,12715,0.34056712380612675
785,13486,0.5236140704207244
785,6382,0.4790414365243551
785,7477,0.44294831950161156
788,13421,0.40205593803223777
788,11274,0.36575146480974285
789,13421,0.3567368671257524
792,3041,0.5455230975798919
792,13350,0.36065624347650616
792,3914,0.34836600757136593
795,1168,0.39935539918499086
795,1034,0.38303975628660963
795,5880,0.38176700523361695
799,4858,0.3319928071172081
799,13180,0.31887390233026025
799,6043,0.30448314806012244
800,4135,0.5584717464406779
805,8698,0.514526610566805
805,3817,0.3995574850266487
805,2200,0.39731150640239465
807,3518,0.40193657084680706
807,11773,0.3892042741389142
807,1609,0.3591229528276224
810,10636,0.45755264422154984
810,12667,0.39036258116028677
810,15652,0.3890903559314288
814,7180,0.32052070952686057
817,10625,0.335726034890976
817,11734,0.318075173883359
817,13533,0.3146561034932091
822,473,0.33000067557535445
822,16002,0.31806991682202984
822,2523,0.3026486602107742
825,10625,0.37897893706151675
825,5655,0.31689290191546876
825,11734,0.31086721204256673
827,3296,0.6032360438725711
827,7709,0.5661955303631152
827,5730,0.5595002645542113
828,15259,0.37748598087363683
830,5574,0.32715682565177656
832,601,0.3057184892497408
835,10556,0.3542364781734917
835,2358,0.3451037918013339
835,13447,0.3142554911971809
837,11861,0.32123755731680315
843,13257,0.5011379425737633
843,3448,0.491698549399586
843,11373,0.4791729747868219
844,12652,0.3910335592207662
844,8008,0.38028365281125004
844,2245,0.37779803544915913
849,1168,0.49324801320816297
849,5719,0.4489293395125875
849,1034,0.40257895155134343
852,12174,0.3215335198383951
860,11544,0.37689810525033257
861,13864,0.6370338720328751
861,980,0.5905834141156517
861,615,0.5796478024018638
868,2494,0.3388065795698907
868,859,0.320975547080133
869,521,0.474153706642337
869,5267,0.47394984658138617
869,9744,0.4693523258659223
874,10699,0.35723033942261545
874,16079,0.3109353969749404
874,3767,0.3090491398919569
875,8680,0.46164074609805633
875,9779,0.4012269970786324
875,3148,0.3954228156335434
877,9057,0.5927004086323551
877,3483,0.552774021331597
877,55,0.5509845465983555
878,15977,0.3100772915071248
885,3416,0.3100918841589678
886,12774,0.4176058913117464
886,2245,0.39996665921189845
886,4181,0.39296730902652094
887,9449,0.42645290192953206
887,5970,0.3981068385335141
887,7087,0.35620944558932843
890,11179,0.6213446988144662
890,1849,0.5697744245363006
890,6200,0.5537498128936145
899,5581,0.31723774442064295
901,13421,0.38403515060925447
901,11274,0.3544304494427559
904,9968,0.3185152672787614
904,14543,0.3082343838852654
904,13325,0.301165284418158
911,14666,0.348759118829997
911,13928,0.3250176584330123
913,4217,0.46096193386229745
913,7566,0.41475968219268017
913,8431,0.38997524618101864
919,14671,0.44632632728669075
919,11562,0.38779462479099447
919,15508,0.38381481928780187
920,2048,0.43753397433389607
920,11702,0.3529080103931248
922,8771,0.3799506128324091
922,1422,0.33989252638149864
922,15428,0.3210849625057558
931,7202,0.3378534687623003
933,12054,0.3156333099327523
940,3000,0.4648553645971533
940,10460,0.4596492524455781
940,9239,0.4307740579887412
944,15262,0.30148026169263203
947,13186,0.42571575409412304
947,6846,0.38201990421541104
947,15658,0.37838552157346517
950,7355,0.54223918188076
950,2154,0.4264628299070404
950,1935,0.3997405650978518
953,14139,0.43574180049670574
953,5604,0.314097930687711
953,14385,0.31390814952523954
954,11875,0.5408242941093618
954,14174,0.523745572234187
954,7152,0.48695013973153245
955,2203,0.32856046962405877
955,15262,0.3220241945849625
955,7669,0.30816930581995766
957,14743,0.37870861627248326
957,15614,0.3259947301858789
961,8594,0.33681248218526816
964,12997,0.37332404362006205
964,8733,0.37034143955207505
964,11196,0.35944961491416083
968,1626,0.38083963212376476
968,11829,0.37814340094375437
968,1228,0.3608466562106751
971,14284,0.3413415678645155
973,10885,0.6460759253972372
973,6391,0.6353700802851306
973,1570,0.6122067931535871
974,9822,0.5459268273389974
974,350,0.5376528684998145
974,2680,0.4247937692856355
976,11196,0.4340563825699386
976,4313,0.42696797293798866
976,6496,0.4216736812031712
989,16281,0.3345660437812939
989,3080,0.32890486935665536
993,2892,0.45952193812215586
993,14468,0.3902661283315736
993,12572,0.37583095946090084
1001,14743,0.4617265820131794
1001,15614,0.4411282861281812
1001,2513,0.37841946970142565
1007,7669,0.4436290565083281
1007,6196,0.386129224055836
1007,7940,0.3729215632420272
1021,3080,0.3574945426499598
1021,16281,0.32662149141350105
1022,11585,0.4784802430542477
1022,8414,0.46141100213836056
1022,12767,0.45996631950548017
1024,2883,0.5452580873518882
1024,812,0.5404597233449234
1024,8547,0.5186180946497372
1025,4684,0.31101491353257366
1025,4904,0.30048431356726735
1031,12054,0.39787859576727436
1031,16064,0.3919294885039172
1031,1903,0.3577273849308948
1033,3810,0.4036222594057135
1035,11365,0.40152586526569806
1035,6169,0.3542306695802227
1035,9757,0.346378475937248
1039,14869,0.33028133111120955
1043,5517,0.6638230347191958
1043,2908,0.5999699302568017
1043,3691,0.5681256191773087
1046,8299,0.3409000947120483
1047,10625,0.41767130676457415
1047,11734,0.3872481167275986
1047,5655,0.31589371964699203
1049,4720,0.3681575821644842
1049,12182,0.3038586565192554
1053,547,0.44869072345558936
1053,7083,0.4369108303641267
1053,6945,0.4074551593981353
1055,12621,0.4949295828494872
1055,15938,0.4886677700291455
1055,12335,0.4847837015805431
1063,4181,0.5916017770071254
1063,14180,0.561708271093033
1063,12033,0.5436422837210407
1067,3319,0.3162732556392127
1070,13224,0.3822431273716142
1075,1140,0.4330518478233467
1075,1274,0.38676961448588676
1075,10989,0.384385256432524
1080,7152,0.5707953128669505
1080,14020,0.4837418636209315
1080,11875,0.4818253997309962
1085,15580,0.5548786834170962
1085,11360,0.5002333397495303
1085,10137,0.5000411857088255
1090,1074,0.6313679962761162
1090,8475,0.5480578770009763
1090,5188,0.5305173659977992
1092,2899,0.36533080730808865
1100,14569,0.47130920385691843
1100,1121,0.3035975279569184
1104,12170,0.31517681625115146
1105,12426,0.34223819353169005
1105,10933,0.3384844690545712
1106,8358,0.3833655171192204
1106,12725,0.36399563764597015
1106,9598,0.3473219591243632
1113,15054,0.4742186678727799
1113,16231,0.44431538464984477
1113,9484,0.42803697915130107
1115,5188,0.6440040763707733
1115,1074,0.6421432270980872
1115,1637,0.6060735612878421
1117,11509,0.6271991474049154
1117,7764,0.6031196145297141
1117,15303,0.5638126227995022
1119,4571,0.3028367799835892
1128,12406,0.48682456962467774
1128,1935,0.4336380739219949
1128,2614,0.4244335499024152
1130,10052,0.4175477742329297
1130,9497,0.3279871936524409
1130,12297,0.32134800332550595
1135,10460,0.4730957282884945
1135,1323,0.4267553705338074
1135,5221,0.4232300992112029
1139,15137,0.30276751023425874
1141,11539,0.4405215771174689
1141,10117,0.38245449101400025
1141,4904,0.3795023766636872
1144,9186,0.5344372330973178
1144,4435,0.43342058507840897
1144,10393,0.4137879925979006
1149,363,0.3812214717435941
1149,473,0.32592069306111
1149,2544,0.325851949822384
1150,5846,0.598292543574058
1150,4141,0.5921634077684768
1150,2575,0.5330237088470886
1152,745,0.35420466007640683
1152,13188,0.3442308259161136
1152,15717,0.34169621239146786
1153,1277,0.39496157192311104
1153,7229,0.39107671605325933
1153,2274,0.34922857982699707
1155,11419,0.41996784696429296
1155,10964,0.3837308271996751
1155,8924,0.3835291443945411
1156,5517,0.7022236208402926
1156,2908,0.6227526539742758
1156,14442,0.6113840391987932
1158,4438,0.3842036867993873
1160,10636,0.44820342616136677
1160,15652,0.4248071204388779
1160,12243,0.38149850649810846
1165,14743,0.48425150305131764
1165,15614,0.4509769656799754
1165,14139,0.35848662534251574
1169,1788,0.5761289079090557
1169,8008,0.5598780680828918
1169,12652,0.49727694223883684
1174,7535,0.320280735532415
1175,9744,0.36157781605195416
1175,521,0.34592901024954753
1175,11420,0.33899169032302956
1176,11118,0.47352866662011955
1176,9272,0.3293702510673733
1176,620,0.31480340156253367
1177,15006,0.32534705679399234
1177,13492,0.31912800078714676
1177,12361,0.3000239340915307
1178,11861,0.3841744708116138
1178,7135,0.3590767895098639
1178,7325,0.31994469917439433
1179,11059,0.3411953393805386
1180,3073,0.42419724199063435
1180,3927,0.3207888906191992
1180,15792,0.3066929170625886
1181,8544,0.38548618539106716
1181,14145,0.32591102029005353
1181,11585,0.3133801671421533
1186,3935,0.3649199513510808
1186,12432,0.3443845051692191
1190,14022,0.6468764186286433
1190,4601,0.6209132206994146
1190,14899,0.5720429105304644
1195,3775,0.4606423443194973
1199,6651,0.3184820535048162
1199,8299,0.3159902327196044
1200,11246,0.3443568186513191
1200,3660,0.3217370154262922
1204,4858,0.32786327610178906
1204,15768,0.3260256499623048
1204,6268,0.32346867859817874
1211,812,0.523791004264637
1211,13468,0.48069994606760075
1211,13639,0.4789770202755805
1212,561,0.349338037181868
1212,9228,0.33069910727962987
1212,9535,0.30677928300535184
1215,8762,0.3883508758709931
1215,15977,0.36254202501062804
1217,4448,0.3231678549665562
1217,9796,0.3200264755082648
1221,4181,0.39154592023061274
1221,14180,0.38679071820620875
1221,12774,0.37000892308286437
1224,3555,0.3334439066051864
1224,6945,0.3178564267236813
1224,547,0.31038259099213245
1226,7669,0.37362008039451744
1226,7940,0.3578747917751952
1226,6196,0.32240958041445966
1229,4141,0.4086986471684314
1229,5846,0.39583488437878506
1229,2575,0.36205569321454023
1232,10933,0.3151806129552945
1233,8393,0.3180241623229274
1233,1184,0.30125165918807273
1239,12615,0.6887645204016402
1239,15235,0.5168974832228928
1239,8975,0.5074284583382366
1248,2673,0.4660702984180833
1248,9726,0.4242343343420043
1248,5349,0.4228190524463743
1249,11365,0.33216460612984045
1249,13020,0.31445717664552647
1250,7669,0.34476957816850495
1250,2203,0.33000406321584014
1250,15174,0.31013573464852356
1251,108,0.3690296857388034
1251,9834,0.3681084488803992
1251,9137,0.34438640468541154
1254,14139,0.3107720309887905
1255,14652,0.4726134119211232
1255,5274,0.3871300725902107
1255,4188,0.38219912550937424
1257,5188,0.6801807806275666
1257,1074,0.6586224214995243
1257,1799,0.6446691364424822
1265,15742,0.48369303209052233
1265,1019,0.46705888304543347
1265,6738,0.3964146944514507
1273,6652,0.4634681267130584
1273,11521,0.395681050243587
1273,5608,0.3767618421527287
1280,15429,0.36610556886890944
1280,10708,0.3610963377195006
1280,12270,0.352770923227694
1281,15243,0.31193313463629774
1282,9297,0.6295927358847866
1282,12951,0.6128838137032333
1282,15399,0.5999725319648455
1284,16064,0.3241267227126775
1289,572,0.5326248343766623
1289,13445,0.530054427180371
1289,9963,0.5251950074185163
1290,6347,0.35329076205680837
1290,11784,0.34282175654412667
1290,11320,0.3201242019652614
1291,14569,0.5382764087958255
1298,7562,0.7947763539558228
1298,2153,0.7240365384502317
1298,11208,0.6562672891889201
1300,2753,0.4785347027642043
1300,12546,0.36239432083546963
1300,12310,0.33924465432940615
1301,3934,0.3008564934195306
1308,6141,0.44910486928991006
1308,7482,0.4399932912205267
1308,12459,0.4266309689300776
1313,6023,0.39670608340171626
1313,15825,0.31415566611880535
1315,6316,0.570285959466942
1315,14528,0.35702086017249285
1319,14308,0.4621313729744564
1319,13043,0.43332261566580105
1319,1974,0.3795490987584173
1322,5291,0.3227627848024352
1328,4635,0.4706118623123185
1328,4255,0.4196931786840533
1328,7496,0.40210315313584905
1331,9794,0.6192543828733682
1331,1808,0.3689369632107656
1331,3175,0.3463117513324172
1335,3906,0.38414477052851637
1335,2434,0.37988156714160665
1335,15110,0.30563774024003787
1342,447,0.381161589601971
1342,12621,0.35627774288554737
1342,12335,0.3554535609348742
1344,1483,0.3028105661394466
1347,7669,0.37674152650207093
1347,6196,0.3304392172354218
1347,12465,0.31087634503552564
1351,7229,0.3957190731707138
1351,3553,0.3034940408462891
1353,13421,0.5597122639019229
1353,11274,0.4142642940218261
1353,15153,0.3517318139004349
1354,633,0.4164176215058055
1354,5897,0.40495494006204563
1354,7960,0.40197915707186405
1355,14022,0.4437334027709284
1355,14899,0.43606105022694275
1355,7293,0.4223341665041085
1356,4752,0.364073951657572
1361,2203,0.46750377548637523
1361,7940,0.4377575188526523
1361,15262,0.43513105730270246
1363,14324,0.42638689403768126
1363,16035,0.412985269511356
1363,2528,0.4123723701036398
1369,5188,0.38742933013703745
1369,1799,0.37164783517302047
1369,9289,0.3605407634921172
1372,11551,0.6264375423039611
1372,4555,0.5999656711591554
1372,11431,0.586984958826744
1376,633,0.5518211376716275
1376,9837,0.5399460678964991
1376,5897,0.5163043794789274
1377,14180,0.47269419294879306
1377,3835,0.46205309271982004
1377,2245,0.45870238708655864
1378,15844,0.31620964078161173
1387,15588,0.5575898501914217
1387,521,0.5467970790024694
1387,8443,0.5225736393249099
